933 503 25811
216 267 740 493
437 462 265 124
21 296 681 215
332 306 43 363
461 16 399 131
865 258 267 285
808 74 448 124
513 409 669 445
831 273 330 405
728 391 376 185
799 360 70 390
601 398 209 156
772 80 554 145
669 479 545 143
384 458 649 379
146 28 355 137
237 294 193 115
899 483 531 483
398 201 552 282
286 118 424 54
399 318 811 353
628 96 501 155
38 73 433 128
753 435 586 298
542 492 872 51
797 432 492 212
780 387 384 421
69 59 617 111
866 242 188 262
410 290 126 312
518 321 293 386
890 275 768 129
883 104 627 302
342 471 420 30
859 17 334 85
928 8 147 279
722 478 313 31
473 50 659 161
752 181 446 374
521 492 236 70
1 402 518 241
157 119 429 302
63 74 425 55
840 174 141 37
350 207 588 397
890 171 274 277
389 263 143 484
706 122 451 81
264 421 395 472
763 283 299 276
360 298 169 100
487 233 877 168
50 212 432 398
231 183 430 89
120 217 403 111
150 158 902 261
336 406 805 495
850 318 652 12
239 361 230 15
767 5 641 410
766 119 16 172
229 326 829 390
835 176 628 473
101 284 521 318
469 283 90 220
909 13 258 53
541 431 521 96
310 193 596 249
692 432 923 459
551 346 388 20
629 200 909 295
638 227 74 52
725 139 297 413
493 149 99 72
42 469 152 257
342 199 382 144
740 366 297 90
623 342 400 14
380 241 107 479
147 499 571 474
257 64 198 418
738 78 392 342
182 92 643 168
684 206 844 490
508 482 12 349
370 319 627 436
534 277 466 414
459 365 502 120
601 266 644 201
367 38 676 432
287 464 48 356
818 86 21 175
77 407 107 194
23 141 229 362
232 369 849 496
517 498 265 63
732 474 380 464
855 317 428 185
914 449 688 503
915 475 262 344
667 389 847 141
754 70 502 92
194 139 765 323
632 468 510 307
394 495 720 325
255 388 893 19
241 412 31 331
685 419 724 178
311 16 318 74
353 347 402 288
393 226 31 286
96 90 38 465
813 356 488 148
13 423 182 502
390 255 44 45
642 301 367 128
700 500 97 191
186 263 95 395
742 155 841 454
78 199 733 88
676 146 338 498
890 45 188 202
674 379 916 472
448 29 662 498
412 293 886 262
140 108 128 269
281 460 721 328
34 304 282 308
647 150 222 423
838 190 292 51
522 385 801 49
763 10 860 45
529 219 379 254
96 489 875 215
829 60 18 369
614 90 454 230
251 334 35 51
922 98 138 227
18 118 620 395
770 412 335 15
413 291 870 104
129 6 137 256
82 264 157 42
428 355 199 203
590 201 262 360
221 297 686 364
880 279 322 87
668 340 333 286
606 491 114 15
322 402 625 343
273 17 830 146
796 300 30 69
164 71 902 205
454 271 668 138
116 131 467 373
286 435 805 476
847 18 328 376
525 162 218 376
714 131 85 45
275 416 882 316
63 191 694 107
276 253 832 379
65 293 67 495
671 139 832 234
635 92 800 240
105 473 832 251
515 173 302 37
97 139 235 380
125 197 477 300
847 234 698 459
736 440 648 5
573 296 906 289
484 213 390 449
763 490 448 104
675 183 499 49
472 47 60 273
530 102 812 432
320 77 174 492
921 414 447 487
830 435 702 365
94 405 392 265
725 488 418 456
921 157 201 225
791 285 195 10
396 252 109 311
374 153 206 276
319 2 658 200
293 199 89 470
477 52 417 353
633 121 312 272
30 415 385 18
506 478 731 202
18 59 273 41
135 9 59 369
198 499 479 138
710 174 902 128
17 202 595 94
921 45 646 158
828 461 412 14
749 437 3 369
67 376 503 15
571 292 343 20
727 474 217 458
814 134 726 233
453 109 497 114
734 178 259 380
848 288 285 324
661 362 585 104
575 7 561 292
126 226 213 239
670 53 736 221
303 90 704 230
850 444 735 346
552 273 828 321
190 484 640 319
669 124 836 357
108 417 23 132
778 240 265 483
611 7 279 451
909 456 390 293
817 69 215 242
560 32 99 13
256 374 812 193
64 294 579 278
412 176 892 101
16 497 756 426
625 98 650 223
129 34 765 477
808 308 17 315
595 40 900 242
642 292 744 248
747 251 880 176
925 211 338 217
12 330 198 192
851 254 369 437
640 37 919 304
121 378 380 335
690 121 710 488
595 390 109 196
606 468 444 426
642 266 219 37
557 376 478 329
304 465 723 40
179 287 485 215
528 57 682 416
302 143 869 327
165 53 534 67
128 86 288 50
45 492 65 211
770 38 389 202
88 87 631 148
562 473 82 499
669 436 214 96
606 340 64 470
731 318 620 255
789 63 516 180
479 371 531 103
10 281 920 139
344 5 274 449
757 62 65 16
410 477 168 357
870 423 837 271
237 166 916 4
758 274 888 213
613 389 442 266
618 55 690 178
565 298 872 406
566 264 346 43
616 114 84 428
465 434 736 213
106 446 425 407
182 366 540 360
895 95 510 395
48 373 484 230
396 111 166 14
685 350 483 230
621 205 253 282
77 393 1 165
1 161 43 101
833 42 222 235
843 220 243 179
283 97 367 146
551 190 258 388
872 178 14 318
20 253 820 292
581 182 434 367
850 378 147 368
588 413 201 334
272 373 572 167
643 473 512 407
865 247 79 318
110 389 772 378
824 455 414 139
726 462 219 97
246 463 237 297
887 233 929 133
808 203 662 346
494 372 654 467
221 200 606 84
478 9 675 290
93 26 919 322
425 263 649 89
310 358 719 31
393 312 29 322
770 172 888 322
546 104 224 365
51 338 572 333
676 338 753 212
773 378 439 40
878 370 183 75
151 115 123 118
434 227 595 365
278 31 480 266
542 4 839 457
374 286 526 366
442 136 405 44
801 247 792 343
164 256 403 383
303 51 530 190
347 425 582 97
725 207 736 55
116 19 242 112
267 92 856 109
667 371 48 28
612 120 738 327
737 23 549 191
445 161 29 122
565 396 615 363
932 262 449 96
421 113 203 246
817 95 909 484
921 459 58 18
374 94 192 287
412 80 43 497
285 497 106 444
54 218 461 163
875 9 793 443
216 269 750 160
509 87 277 31
17 35 826 191
166 206 741 151
14 428 610 435
297 332 76 42
523 252 473 328
705 23 197 282
136 107 548 500
839 212 111 60
150 405 396 385
644 224 874 187
657 380 884 394
921 315 659 319
497 368 827 236
142 110 641 316
429 360 340 341
416 214 479 59
529 234 883 341
666 201 494 390
816 60 642 5
261 59 187 102
678 185 204 351
163 432 451 98
597 165 861 134
760 209 407 296
789 246 120 468
640 466 591 246
160 273 542 265
555 463 360 344
746 488 128 265
366 127 4 2
284 96 583 493
540 207 777 97
622 303 163 170
627 19 552 385
392 204 480 210
780 413 746 356
897 162 169 229
592 432 45 335
255 399 276 185
308 116 882 496
154 378 297 21
265 72 606 241
349 205 374 342
865 266 123 396
471 104 47 162
210 359 707 129
307 240 827 188
926 302 768 243
519 243 542 330
92 450 665 222
24 98 369 199
419 201 902 133
172 357 442 351
271 99 664 499
11 413 704 343
620 281 393 157
220 102 216 97
747 502 246 279
418 193 646 367
931 161 583 450
472 64 593 443
641 481 616 464
434 441 129 393
682 366 427 500
524 344 788 11
763 477 701 101
67 138 631 251
493 482 738 12
68 295 156 291
652 337 602 170
799 407 840 158
489 430 384 53
89 478 98 143
149 320 301 486
419 454 542 337
556 15 208 294
41 151 350 28
57 339 856 258
536 457 386 18
391 91 39 166
541 397 504 446
78 205 273 356
893 353 795 39
534 383 346 59
512 469 637 437
754 449 751 502
218 190 169 482
669 310 552 267
562 233 650 303
39 380 496 436
134 15 178 260
884 134 446 452
677 481 557 94
884 388 575 181
41 13 639 389
45 283 486 155
417 61 536 42
572 220 634 293
909 338 911 42
559 350 386 440
723 190 750 217
208 201 793 356
914 347 648 372
369 240 583 433
8 288 290 495
678 487 431 118
81 191 171 482
689 80 20 339
29 70 165 457
861 80 772 172
717 174 544 51
276 203 158 269
499 455 482 476
263 193 846 27
343 421 269 420
887 274 99 23
152 304 749 98
213 184 426 144
559 451 516 441
695 306 629 456
296 346 53 51
771 285 225 426
313 337 626 486
508 440 312 20
372 289 288 287
341 149 694 124
848 490 899 5
165 271 746 355
624 62 504 184
892 210 12 46
658 93 765 163
616 92 723 98
286 86 914 66
2 271 577 362
113 389 232 192
670 439 579 64
865 393 328 433
307 88 266 402
130 155 928 270
230 286 37 247
445 320 700 300
38 314 846 301
391 136 86 156
596 461 766 100
495 299 627 387
399 113 136 312
713 52 356 18
918 400 161 281
920 462 377 440
742 180 761 311
626 213 89 181
255 174 144 357
281 348 636 20
545 118 65 299
171 217 884 321
443 178 244 36
48 164 389 439
624 353 763 272
408 500 322 98
452 30 122 7
774 149 94 30
581 14 612 283
480 120 8 58
717 360 419 69
730 25 241 391
10 310 882 175
270 234 95 121
617 217 64 144
4 331 853 114
119 18 446 457
527 291 486 250
879 485 595 454
903 466 372 414
196 394 546 31
500 293 383 423
890 130 708 110
894 259 793 217
117 146 82 118
457 59 490 382
34 275 72 236
217 44 880 12
776 119 625 228
78 221 220 53
353 358 483 296
132 4 765 259
796 445 597 366
151 318 28 35
646 119 372 345
148 350 531 286
292 197 638 22
591 183 538 427
467 185 859 335
291 412 677 339
142 115 207 325
626 235 32 79
660 23 673 117
917 421 619 124
191 334 578 367
786 16 748 226
295 413 311 344
896 458 163 113
270 381 769 330
913 48 184 187
377 169 925 327
543 387 878 359
837 44 77 160
830 246 458 379
510 480 78 261
606 389 798 129
551 110 728 367
244 320 704 251
464 392 626 130
340 97 505 492
195 181 54 162
800 122 758 323
693 159 489 184
803 182 627 154
692 300 474 253
256 196 760 306
446 283 463 6
762 277 922 344
54 388 869 457
857 357 438 121
609 429 425 348
245 329 612 82
618 467 448 69
651 202 94 128
832 380 537 236
535 324 543 49
740 237 636 173
242 347 660 488
319 34 535 329
516 368 763 374
405 253 854 472
274 4 917 181
728 182 212 289
541 217 167 322
588 299 6 21
880 422 717 121
708 123 802 126
309 352 400 443
55 243 427 283
176 110 344 373
240 233 272 371
523 433 28 186
550 460 304 6
298 133 364 318
107 291 692 40
625 215 816 389
841 143 899 369
811 145 354 336
168 422 253 171
698 270 463 169
460 353 742 134
898 377 407 461
653 479 280 441
477 259 819 176
801 56 431 35
814 383 801 105
181 122 64 155
613 465 670 223
739 173 539 356
294 245 81 490
261 192 14 361
491 206 485 229
723 491 41 171
769 82 761 316
788 435 55 163
448 352 130 174
477 266 158 372
867 317 542 85
519 133 843 432
17 294 703 22
169 472 832 230
873 68 120 79
131 408 330 388
878 439 477 89
863 15 207 296
516 222 441 27
421 338 637 128
208 3 93 471
637 460 118 479
104 144 49 488
483 95 400 83
890 472 112 270
843 102 862 482
678 7 861 173
224 475 510 493
306 263 168 495
844 211 69 279
714 352 756 323
713 42 162 182
929 423 407 208
704 262 245 438
141 368 578 303
460 13 278 290
761 181 507 321
450 439 36 409
89 18 745 393
394 325 810 242
765 85 803 100
777 325 70 356
51 183 514 462
123 333 670 7
846 277 488 161
672 447 160 370
388 223 352 403
680 408 169 10
549 98 158 208
114 228 867 136
629 301 789 328
143 150 84 314
257 347 921 114
591 445 83 420
258 163 642 491
665 409 845 302
449 440 707 2
516 356 541 24
565 89 296 233
911 172 801 414
925 466 143 499
798 82 579 38
606 358 247 425
395 191 707 195
4 287 494 145
203 106 638 137
827 272 457 354
919 42 653 488
496 130 833 402
418 93 670 377
284 323 155 66
552 416 201 423
106 348 803 490
531 489 516 476
779 129 61 25
304 410 526 77
697 3 147 408
739 354 786 497
879 138 490 38
761 457 476 170
37 27 823 428
84 98 772 20
287 342 128 323
394 312 658 353
734 209 464 86
316 333 659 177
622 466 617 188
856 144 125 150
506 86 358 485
243 158 171 308
430 97 491 485
538 67 621 176
663 91 326 499
512 68 732 84
156 124 709 280
89 437 64 245
580 269 745 291
22 162 541 89
766 129 219 468
904 180 336 427
141 223 319 227
222 318 529 244
569 217 555 170
438 264 166 226
386 428 150 470
390 233 100 120
280 64 452 475
403 63 256 329
547 158 377 124
477 245 602 231
504 105 876 489
485 343 27 228
358 307 140 210
727 308 621 347
896 9 754 92
230 228 77 177
321 50 522 252
518 254 78 254
788 455 324 394
699 40 14 112
433 398 781 142
758 457 893 128
383 86 170 71
51 482 799 187
809 281 115 389
231 469 403 454
310 436 541 213
490 400 331 492
896 397 81 21
245 445 675 5
716 426 835 324
909 313 160 300
410 53 495 338
368 224 172 198
715 318 598 301
706 40 295 365
822 307 840 337
116 272 485 133
708 96 577 355
69 227 111 43
163 346 476 86
568 19 832 76
409 129 757 320
16 5 878 414
190 156 45 478
439 6 706 36
340 393 775 36
234 325 158 402
193 363 43 298
750 398 833 70
706 63 805 409
885 36 867 380
775 153 490 18
678 323 675 191
75 115 920 5
873 118 169 357
648 133 469 336
502 127 582 399
918 28 446 490
340 332 761 405
725 181 857 397
638 428 403 39
473 400 408 49
677 357 384 99
235 50 212 314
803 180 895 281
11 477 839 437
908 462 532 339
931 420 895 149
195 250 418 491
822 276 38 452
90 298 345 441
660 231 906 501
334 14 564 267
320 21 572 230
536 405 503 142
538 303 176 400
343 135 663 446
889 238 727 258
151 187 674 343
329 402 57 19
229 75 168 431
834 4 350 186
239 494 660 275
256 6 609 36
797 287 287 10
67 472 592 403
737 391 489 129
494 230 801 494
39 451 658 342
535 125 867 437
256 123 166 394
611 191 369 119
738 439 551 433
214 474 197 274
443 123 328 70
418 32 10 478
44 460 178 106
905 236 115 357
43 364 158 450
604 255 886 299
420 50 512 497
154 272 779 190
103 328 714 199
286 343 216 401
827 321 61 464
520 372 235 370
699 250 497 360
721 93 520 379
282 183 775 419
252 17 264 266
451 49 529 165
334 480 673 313
708 195 801 311
277 366 854 402
248 173 889 218
586 386 339 456
172 464 245 17
268 276 884 142
413 163 425 154
800 234 304 61
127 81 788 94
364 419 740 15
304 298 737 431
696 259 507 360
78 4 110 268
538 109 400 43
384 475 499 298
755 55 30 440
557 410 442 71
285 187 157 74
747 285 716 233
432 305 147 215
769 500 499 10
582 43 191 17
479 117 70 135
604 347 10 410
166 28 157 335
515 391 689 269
324 141 568 76
248 355 177 80
669 18 896 243
425 398 767 61
621 277 70 245
360 55 238 414
19 340 815 408
145 313 692 191
442 3 367 79
444 126 349 47
237 492 756 168
668 36 730 377
820 313 868 137
926 361 539 143
68 148 89 174
809 286 518 124
548 503 276 334
354 117 237 30
330 326 354 140
64 174 751 324
394 481 216 287
305 130 411 428
428 370 133 321
615 273 453 131
127 243 707 41
370 106 394 6
584 490 455 156
414 462 254 353
702 74 430 397
198 5 257 39
185 377 773 232
161 152 788 392
425 227 925 437
406 306 772 343
588 140 97 145
498 72 151 121
132 457 651 187
496 334 176 393
328 136 610 444
55 107 609 268
726 136 675 400
203 109 282 72
388 332 867 184
684 53 110 95
291 223 33 382
731 424 304 133
932 361 79 486
209 404 725 439
203 359 271 377
510 331 167 221
226 317 912 394
305 420 340 9
798 426 880 395
913 6 282 460
575 53 164 387
905 251 110 116
918 413 50 97
24 18 774 297
795 200 766 339
838 495 799 67
145 168 270 220
533 92 33 119
911 467 537 1
498 2 604 151
876 1 631 471
143 503 56 291
813 278 885 370
493 21 831 240
116 2 253 102
905 351 533 207
336 343 716 169
269 388 650 317
687 364 160 159
218 339 895 229
712 258 637 167
680 139 630 2
490 319 806 220
156 157 589 211
277 485 745 14
240 459 232 189
617 129 283 350
818 149 140 245
814 271 214 467
239 393 491 470
879 176 370 455
751 138 333 36
750 100 622 59
325 379 884 440
600 450 642 281
693 287 449 332
413 268 156 175
10 271 459 86
733 386 823 282
485 7 115 65
708 166 89 230
704 433 88 435
505 429 454 34
132 455 519 479
364 72 679 251
70 233 9 271
425 123 756 80
17 433 856 359
779 100 489 491
588 332 154 140
321 478 741 390
625 195 17 227
117 86 593 327
391 81 308 227
612 40 385 457
422 31 170 14
289 273 683 128
897 396 144 474
144 412 47 191
605 450 757 420
475 418 297 168
38 201 663 121
692 149 281 316
755 266 833 482
91 167 616 69
120 201 216 195
775 501 855 64
486 87 622 26
189 371 320 341
404 61 856 14
81 133 650 251
174 350 43 136
563 160 397 151
195 8 252 496
460 379 814 368
63 342 513 295
472 494 8 427
389 260 276 307
720 329 227 299
3 13 294 377
35 254 63 174
429 160 725 492
248 235 284 341
156 401 199 353
34 435 405 426
491 208 451 236
778 322 618 40
541 100 336 495
665 326 57 495
408 386 870 336
667 388 429 23
133 100 221 311
619 112 813 160
79 315 871 288
565 383 896 477
359 82 165 49
474 120 653 237
556 98 10 284
435 487 832 38
344 227 762 302
655 260 615 193
118 37 147 444
502 219 867 112
833 144 652 466
377 184 82 336
296 493 40 2
54 80 625 366
691 419 704 32
514 167 144 30
740 434 367 387
737 405 548 71
699 339 624 6
497 234 205 287
272 374 600 103
855 127 534 191
3 279 173 176
393 445 344 105
812 316 790 124
114 63 514 298
14 35 729 146
566 199 787 297
333 152 108 276
415 179 726 321
446 52 374 378
667 13 384 407
361 41 759 179
12 447 425 434
389 87 259 96
380 456 514 378
140 170 593 304
838 241 723 472
682 287 47 420
714 479 586 474
590 306 805 45
407 345 353 158
550 174 902 502
498 408 742 243
225 374 928 364
844 425 155 105
379 374 150 1
64 392 286 315
855 1 455 496
98 47 371 108
598 474 734 316
592 389 224 403
93 2 576 20
183 460 622 18
109 174 494 470
138 325 147 297
505 213 606 328
690 214 400 429
292 32 309 12
331 54 591 404
238 298 370 312
770 246 602 91
109 313 744 310
34 430 256 229
352 253 63 425
543 423 108 428
525 189 567 334
77 269 425 90
456 190 467 106
681 279 301 245
539 462 6 449
366 411 87 166
495 215 873 196
120 152 921 324
140 344 224 227
352 349 877 373
295 256 411 56
720 191 675 345
767 435 434 331
553 86 105 322
878 203 261 454
35 112 499 74
858 195 891 224
606 397 206 240
470 406 615 398
283 181 375 493
751 355 267 420
221 229 360 432
545 128 580 438
320 164 871 469
107 239 912 440
17 359 450 451
301 63 301 67
671 191 871 356
215 383 174 112
891 307 866 259
912 463 403 329
869 111 699 178
18 163 371 352
258 302 802 50
290 110 657 420
199 91 553 268
536 441 627 452
62 261 490 255
729 319 331 216
821 129 189 463
515 248 836 329
293 174 598 279
346 135 594 383
144 169 18 176
161 315 871 496
751 226 829 226
45 62 802 73
868 312 793 133
667 486 162 125
11 113 55 457
608 4 586 411
764 129 230 27
696 339 922 173
932 12 258 196
213 68 589 225
108 233 631 177
777 48 482 469
370 465 436 48
120 397 693 308
555 325 142 123
910 12 296 308
506 314 222 106
420 276 835 339
782 273 630 155
802 476 429 314
581 374 667 99
682 172 559 371
513 198 628 19
416 428 933 369
789 462 566 77
227 196 800 362
432 397 652 301
837 305 356 317
437 149 241 2
694 498 454 432
517 388 586 227
172 238 804 36
752 338 87 401
760 308 742 35
845 455 84 199
337 318 903 469
259 160 700 26
932 117 455 376
748 60 282 37
399 315 820 308
460 215 601 124
526 54 270 241
326 179 790 372
130 176 94 205
926 83 693 189
609 43 665 251
429 98 484 69
273 279 695 314
868 200 501 141
647 31 633 216
576 137 873 141
290 361 383 496
570 162 770 464
578 461 557 74
524 79 204 286
539 90 227 242
672 470 451 318
494 332 17 422
815 312 214 270
283 480 123 405
275 160 327 180
617 404 922 8
218 465 913 351
338 453 864 359
854 97 7 48
853 436 755 414
659 273 661 258
79 430 733 372
401 332 97 336
135 454 223 197
509 214 379 22
751 205 415 26
32 283 341 129
536 64 426 404
222 55 474 77
918 1 180 207
336 158 561 117
432 469 921 67
321 402 811 379
38 87 533 98
547 128 3 466
58 289 593 431
444 120 613 482
233 316 132 288
10 379 596 271
709 394 518 381
845 203 186 250
544 335 685 389
60 263 824 298
848 340 544 332
158 394 219 427
87 494 838 323
319 441 624 413
437 26 912 446
621 252 303 40
315 267 287 215
43 475 257 209
901 499 933 430
163 270 614 25
823 253 805 451
887 224 608 113
641 200 761 325
826 458 354 42
111 153 733 407
35 260 547 334
617 471 549 382
13 328 150 246
486 120 441 415
474 40 355 325
881 136 168 351
367 317 611 170
806 353 434 162
71 102 761 401
310 241 805 282
241 83 15 376
590 502 347 92
380 353 312 130
59 1 328 155
87 303 81 115
741 345 459 337
530 238 66 194
822 486 524 278
493 160 32 32
735 322 53 440
352 60 767 423
521 8 186 238
131 81 253 131
449 299 350 39
580 178 347 343
428 139 124 440
507 29 123 111
301 58 410 177
579 58 60 184
751 165 477 14
366 31 693 150
886 181 468 247
641 327 875 300
306 287 635 408
220 207 577 467
888 285 616 372
623 314 674 401
113 241 912 159
56 497 897 411
494 292 108 68
331 280 816 416
860 394 392 256
115 278 319 327
296 395 342 226
422 169 630 282
53 137 546 356
706 12 648 58
581 172 743 90
456 167 366 498
165 125 36 169
493 168 386 206
260 17 291 121
573 103 426 85
213 185 35 433
804 91 890 75
564 281 899 23
411 168 419 173
734 421 543 390
284 275 512 375
21 103 371 258
288 241 432 381
195 404 301 23
7 369 183 450
288 135 476 468
161 266 541 9
547 297 241 426
664 433 527 213
467 201 580 383
714 163 261 199
131 327 65 470
312 270 316 366
554 338 777 260
42 125 765 304
406 469 229 366
628 55 830 346
478 370 131 228
328 232 480 451
782 218 565 469
302 406 926 71
367 116 840 391
753 466 747 243
378 20 788 183
627 432 913 230
31 124 667 122
45 178 615 63
675 168 408 478
603 326 909 370
49 37 193 437
705 424 145 134
621 238 849 425
48 62 407 206
294 102 867 97
536 411 602 340
11 343 388 226
605 398 786 28
634 10 765 458
612 480 109 159
679 413 753 21
523 11 775 154
594 319 65 126
108 111 765 255
364 2 13 148
504 359 166 93
491 9 832 166
197 28 124 37
564 395 304 112
902 9 678 142
657 210 300 201
877 11 290 86
249 423 188 3
819 263 117 489
300 217 351 431
534 46 574 352
455 492 138 344
232 264 329 351
394 285 350 274
120 109 891 337
601 285 581 351
556 180 264 298
858 222 831 430
578 360 871 160
64 107 446 89
495 432 657 182
121 158 423 266
30 445 247 249
675 369 110 251
483 226 741 364
466 14 617 74
846 383 77 193
403 84 785 397
876 48 211 18
910 68 266 294
887 326 807 134
255 421 345 134
65 481 603 299
165 35 259 263
718 489 588 24
804 419 167 443
268 97 160 4
216 194 68 411
233 197 481 84
141 276 90 356
669 348 309 122
64 171 31 493
348 226 210 353
15 75 811 406
366 29 190 173
506 236 644 58
77 48 493 414
626 36 185 191
117 104 883 340
336 371 17 31
650 311 846 128
127 492 826 428
766 420 163 82
738 335 827 181
74 51 563 184
160 344 923 300
203 262 92 413
304 306 139 370
562 136 900 27
299 445 578 52
67 308 346 150
569 115 755 258
740 372 846 255
912 19 636 496
597 440 599 194
419 342 872 153
644 78 194 433
552 143 100 200
209 130 571 148
847 38 522 253
62 51 654 368
493 32 434 144
99 10 852 277
929 234 464 324
539 303 404 459
846 276 859 235
708 109 655 427
447 85 261 224
144 51 777 80
254 120 440 297
821 30 158 138
704 414 686 98
103 283 216 262
109 336 501 463
355 292 782 205
322 107 613 46
185 194 840 80
663 57 849 329
815 389 588 488
710 436 588 275
220 488 728 213
930 86 681 343
475 362 40 342
150 152 610 258
856 307 609 250
352 160 710 288
535 397 126 383
616 180 457 179
66 213 373 311
852 298 121 335
908 337 877 112
214 120 594 162
716 420 657 40
646 284 611 161
248 487 863 475
923 417 631 75
632 388 283 479
557 346 654 465
857 155 264 426
908 172 127 116
645 382 276 248
730 269 642 354
331 255 235 93
156 241 682 497
767 98 206 212
703 171 742 45
547 8 624 476
279 418 448 359
637 369 148 349
827 121 912 25
766 429 166 404
112 356 84 472
279 230 354 94
339 167 88 161
109 436 45 120
439 30 816 233
474 275 630 198
327 460 142 349
420 302 428 41
818 451 843 280
824 102 423 242
350 402 111 16
599 46 912 491
688 71 920 120
847 128 551 348
899 16 900 244
836 223 306 436
675 77 664 390
599 411 102 142
904 120 245 84
779 443 234 478
226 23 279 231
202 229 672 163
787 493 163 447
846 501 76 412
135 465 488 65
685 59 671 99
830 139 809 317
133 200 194 488
393 65 128 127
440 72 755 409
652 405 671 306
844 331 132 120
416 447 302 423
55 78 370 294
929 199 849 337
113 88 714 343
213 283 190 108
679 253 337 290
734 483 736 425
539 306 908 183
776 189 520 446
847 109 354 112
6 49 379 198
361 22 679 41
486 194 647 429
575 451 111 386
168 142 912 239
882 147 428 354
582 294 182 94
777 78 66 114
675 487 470 139
388 471 368 321
293 287 737 445
774 42 576 277
651 225 273 68
528 163 229 351
121 218 705 492
206 260 63 433
223 407 106 405
103 105 610 114
807 215 771 89
296 285 373 304
413 406 916 260
175 406 662 169
129 67 628 53
397 275 928 176
436 493 231 28
786 420 155 422
924 467 747 2
318 194 150 65
277 174 643 476
14 363 70 347
128 266 325 365
422 144 107 27
134 392 917 295
787 187 681 157
757 412 667 336
551 106 216 391
398 54 851 353
650 283 172 428
399 258 513 467
446 264 13 85
316 293 380 319
513 415 302 500
22 1 136 390
361 187 707 307
568 239 393 132
900 420 2 404
491 370 557 18
627 120 590 447
715 109 590 268
853 354 334 119
104 370 406 436
725 256 645 493
270 135 819 99
201 365 522 412
344 276 464 477
306 144 674 458
204 340 67 314
700 294 270 56
109 27 174 269
100 207 546 128
697 260 382 386
611 217 327 374
491 378 782 469
558 69 295 432
570 154 925 404
369 48 44 31
609 466 906 37
47 192 893 406
565 207 469 466
467 502 679 492
563 395 905 15
755 354 185 163
567 207 260 172
357 19 136 203
852 4 261 410
10 458 716 11
604 433 462 186
835 340 78 419
8 190 53 227
313 471 764 126
760 24 912 158
756 400 782 144
462 397 45 141
537 93 131 328
196 457 444 115
19 141 83 206
830 300 752 188
521 304 28 225
266 297 412 430
836 51 673 254
761 226 862 435
865 133 773 122
721 456 562 162
616 211 288 491
4 127 447 149
98 441 349 200
347 81 578 199
412 265 636 288
372 339 363 212
496 132 489 331
60 252 354 351
495 42 299 312
912 127 439 47
820 48 39 25
604 157 503 500
768 321 700 301
393 60 479 16
627 68 721 317
923 208 282 31
527 384 448 499
324 446 57 81
90 447 856 38
892 427 32 161
678 315 213 139
388 302 875 66
550 479 151 395
555 272 578 26
206 383 443 103
659 254 135 478
653 203 82 464
265 163 342 143
887 401 412 23
862 36 514 144
370 281 219 462
257 203 691 415
430 376 579 282
931 182 69 195
195 215 329 16
473 14 349 304
157 414 156 14
764 207 213 273
376 442 488 171
151 406 671 406
73 311 93 71
333 151 81 419
629 264 639 426
594 494 441 238
664 7 68 285
642 106 753 353
289 61 800 103
76 210 807 175
598 34 667 166
767 372 597 48
561 495 883 334
383 482 228 110
872 287 859 364
512 305 177 38
754 338 319 371
272 7 659 110
885 419 870 37
535 299 828 155
67 4 381 418
452 177 24 332
669 223 107 13
195 117 932 123
532 436 483 445
110 407 272 489
100 364 338 164
510 423 289 117
684 417 432 421
674 351 206 67
511 37 236 448
161 234 763 207
283 66 897 196
817 4 384 162
228 125 505 435
528 452 479 278
773 322 554 246
146 215 679 338
903 163 430 33
339 325 168 474
453 183 641 425
276 71 303 371
754 480 475 465
888 235 926 280
661 103 528 287
330 226 200 464
265 206 32 384
621 366 626 331
144 210 129 445
795 218 418 202
893 363 465 215
673 146 707 81
432 278 789 430
499 155 616 46
732 204 370 206
431 284 201 234
408 174 665 37
896 189 197 74
831 234 280 162
711 167 775 251
322 297 756 202
906 478 16 373
183 323 668 351
453 25 300 300
869 99 509 155
392 149 930 55
736 154 895 461
222 503 597 324
532 438 832 397
771 36 113 452
815 47 93 376
307 153 542 131
677 324 873 244
679 409 131 183
918 410 123 388
393 417 437 412
171 159 106 16
859 444 89 417
829 224 113 100
325 351 457 13
706 135 209 180
851 328 905 37
673 162 545 211
741 240 815 63
563 110 844 474
287 66 835 126
184 282 294 376
357 448 227 22
754 31 712 236
641 182 754 236
760 63 355 24
446 453 205 378
893 313 666 175
843 447 423 130
822 416 58 471
548 317 623 293
196 462 242 211
761 222 373 283
767 163 674 20
789 195 101 303
284 451 266 256
325 252 230 223
806 375 254 443
143 77 280 304
158 39 588 254
430 390 831 208
502 211 671 189
54 82 919 85
556 115 613 3
769 21 581 299
717 420 718 314
330 390 831 460
833 20 34 206
621 49 643 117
161 154 718 208
319 164 158 11
655 72 101 134
263 4 67 85
905 110 230 497
85 219 867 282
234 256 163 36
632 75 185 448
29 155 47 121
258 135 219 156
619 478 321 392
99 81 222 445
64 265 579 353
593 333 785 276
576 155 865 354
694 421 370 316
582 11 872 156
850 254 439 439
593 353 739 452
845 241 842 112
737 346 639 98
94 26 544 361
75 158 784 191
881 366 593 14
206 142 20 197
820 158 792 283
863 252 399 40
817 136 375 303
543 381 694 145
176 321 617 498
632 249 627 445
435 94 730 83
927 215 358 19
198 69 227 405
753 442 592 60
410 79 169 338
289 114 347 160
171 21 414 332
74 256 782 424
