705 654 46107
300 275 183 425
325 413 514 455
294 484 442 320
401 45 99 365
440 155 295 102
51 162 420 279
681 610 679 241
58 298 326 14
443 216 554 252
56 347 505 207
548 328 675 581
94 140 130 338
658 60 451 469
31 237 483 292
480 404 660 113
203 386 320 631
22 99 9 602
652 233 69 253
394 613 220 582
102 313 605 519
547 391 247 111
641 232 337 305
25 213 625 387
466 469 480 571
537 143 212 192
597 470 5 614
536 411 669 29
72 123 616 322
537 62 319 217
2 513 286 431
120 413 152 502
433 513 613 495
49 534 339 253
664 288 521 412
386 292 374 652
397 445 253 120
387 135 187 150
673 350 353 607
292 207 256 307
590 46 31 204
658 469 162 526
4 545 610 173
529 50 600 370
358 13 247 223
335 354 438 529
594 151 330 564
582 566 697 538
689 18 22 632
452 264 365 519
221 441 702 341
301 246 350 170
587 199 68 48
320 383 196 623
348 92 255 101
466 87 171 269
475 78 494 553
661 415 661 78
674 654 403 251
603 603 145 163
658 616 55 211
316 160 217 68
534 544 600 417
221 515 538 105
464 240 570 220
529 572 406 651
53 430 470 26
128 419 274 234
654 398 198 1
505 464 613 447
164 262 584 336
528 68 161 417
218 605 329 111
396 58 7 331
95 246 672 517
671 4 94 385
644 390 199 238
373 512 656 479
443 122 546 223
128 80 409 473
654 8 395 285
229 221 217 520
362 175 162 630
504 270 198 84
212 186 581 499
111 249 31 539
193 517 139 189
603 327 704 322
370 373 491 484
348 10 53 567
675 29 167 19
418 558 609 248
347 635 119 331
555 368 54 220
543 248 193 91
547 505 288 183
665 611 373 465
26 257 196 369
697 100 242 210
459 493 684 19
332 565 13 542
198 645 660 141
260 457 668 488
39 430 507 328
109 407 493 348
99 202 149 190
180 478 199 278
136 491 385 600
585 501 413 595
141 163 27 364
54 358 508 188
23 248 197 504
583 7 676 546
47 265 229 536
346 428 490 17
667 610 433 554
647 539 441 563
279 189 114 489
186 606 136 155
493 501 407 281
92 359 325 536
692 498 518 161
586 538 302 37
616 586 61 29
688 286 121 278
675 341 678 269
664 263 377 193
10 258 588 370
167 228 88 248
315 446 74 255
353 3 263 389
346 367 312 501
418 277 216 315
47 222 627 445
460 135 677 543
330 42 197 512
384 347 201 179
154 582 630 403
490 558 673 53
209 596 560 454
373 227 671 386
143 324 180 143
341 556 129 233
405 166 291 89
667 531 331 489
604 263 440 424
37 260 124 39
376 275 163 224
611 577 624 283
505 19 128 379
595 41 102 416
10 210 161 650
672 630 507 398
58 467 569 34
261 223 25 159
381 234 511 223
363 561 140 592
422 144 249 220
56 18 241 472
216 650 671 633
184 474 652 456
109 539 575 51
539 572 205 296
69 25 60 609
422 521 381 460
339 261 256 317
230 405 586 81
264 290 497 65
501 75 364 125
668 452 143 150
84 106 431 391
29 4 49 381
429 356 524 486
546 95 663 435
485 296 429 553
696 338 48 319
309 258 447 173
111 390 243 418
518 165 294 253
365 80 431 444
543 156 155 218
326 372 140 35
37 456 477 548
631 205 338 496
543 290 331 200
400 7 298 62
375 515 337 606
147 191 655 367
100 560 656 558
450 552 410 455
51 390 447 281
183 30 111 373
655 54 383 76
72 552 49 340
175 622 309 490
598 526 153 94
151 376 52 347
266 380 1 526
191 392 316 181
664 609 158 451
37 482 625 520
392 603 316 348
197 11 337 564
471 50 502 460
521 73 248 51
610 627 346 455
609 280 111 104
611 580 469 635
372 592 15 194
232 504 420 556
304 179 683 428
412 400 317 252
410 637 51 626
678 566 591 460
565 647 428 592
460 443 575 324
151 419 701 560
635 450 264 601
483 50 98 145
642 625 691 120
408 39 673 263
235 400 347 231
666 566 188 393
323 481 131 477
47 43 132 239
168 554 544 86
316 533 399 436
356 370 473 27
154 196 667 69
545 185 248 510
125 158 227 245
146 534 599 42
691 115 505 16
345 505 542 485
656 604 416 179
161 485 669 410
126 312 636 435
379 634 25 540
568 297 246 426
135 627 79 176
44 366 695 206
21 65 175 89
323 273 303 171
492 233 476 533
590 312 705 544
493 419 317 514
397 402 292 238
579 568 183 217
35 598 456 611
311 599 61 51
137 299 46 100
517 145 648 523
403 367 32 198
99 543 142 627
2 22 235 614
226 208 56 217
295 456 389 126
49 560 213 173
171 183 333 631
445 17 505 311
699 470 101 101
314 320 623 547
255 553 230 369
101 474 531 164
425 10 595 302
192 257 621 643
595 329 359 551
148 181 400 151
537 307 659 587
243 388 561 436
86 643 649 241
687 286 494 340
566 534 688 135
291 327 142 133
122 643 567 314
153 420 386 547
201 91 71 428
258 238 674 441
532 515 34 386
504 463 426 79
158 138 309 456
251 140 473 130
300 192 415 280
528 479 344 520
203 309 119 298
627 132 354 222
528 553 593 553
643 165 184 323
618 379 335 398
301 202 674 300
242 486 704 491
124 124 326 570
392 344 442 147
77 380 698 278
577 369 389 213
589 20 668 435
106 381 701 84
524 296 626 87
695 185 517 241
487 479 161 631
312 262 282 240
395 617 549 600
213 481 259 609
126 230 205 66
461 613 660 196
179 566 426 568
690 334 479 307
27 509 442 26
24 91 455 310
116 474 9 461
520 646 325 76
393 2 452 7
24 52 425 608
663 332 101 503
67 459 43 625
328 192 424 265
82 196 703 62
8 96 222 652
232 464 676 193
294 197 513 402
149 252 594 255
300 513 242 124
130 134 175 226
639 313 218 278
3 596 235 360
37 515 31 604
647 651 407 45
700 533 28 637
635 202 514 3
300 421 141 377
405 281 155 618
696 229 650 70
636 393 384 416
455 404 499 604
174 163 505 217
48 464 672 68
200 381 700 147
579 548 235 51
526 110 448 226
566 234 212 11
40 291 71 620
42 491 215 114
705 637 589 144
97 276 312 197
20 623 242 438
475 204 261 591
525 519 77 455
80 518 242 111
665 231 654 586
613 44 679 104
439 417 193 595
385 553 258 521
608 319 62 625
662 262 518 520
642 239 260 365
8 433 386 399
277 464 52 307
612 580 152 68
357 397 592 466
506 496 673 219
543 82 465 489
358 622 382 131
532 416 175 212
264 182 467 507
159 208 322 378
581 514 403 97
59 378 321 14
319 39 144 566
600 481 216 590
397 403 602 201
266 559 586 325
496 276 600 606
85 351 42 241
263 63 544 128
267 23 122 234
296 169 444 629
450 511 206 238
124 402 694 39
602 637 427 446
238 430 465 548
111 339 359 329
509 142 428 2
498 284 473 625
242 213 542 641
400 332 492 549
86 462 238 46
249 14 608 437
482 470 609 18
414 225 195 435
369 511 64 523
554 447 133 64
340 154 126 579
623 650 472 445
449 61 348 594
440 212 190 98
279 356 250 78
82 339 59 73
4 191 506 1
669 550 544 154
631 226 690 356
641 44 251 356
490 274 700 141
505 135 692 8
273 266 570 156
526 602 288 374
360 228 545 394
2 523 215 605
275 372 609 282
641 38 516 210
252 182 673 509
450 163 546 429
293 620 155 649
395 458 674 285
540 529 25 645
675 224 328 209
253 315 163 392
424 239 321 189
29 497 392 530
111 313 212 403
584 253 350 567
519 54 200 647
665 307 603 15
281 106 569 463
53 175 256 501
545 258 323 372
248 364 68 302
75 185 282 228
160 50 406 138
149 67 335 538
193 452 57 64
695 63 325 332
513 144 459 38
418 107 668 427
343 559 300 409
140 122 443 557
527 273 291 254
428 373 20 482
3 340 328 419
671 332 330 402
533 327 189 494
196 556 398 317
19 61 641 120
617 120 90 175
422 525 160 629
55 204 622 212
598 458 473 230
515 192 701 403
441 86 520 212
501 186 697 263
100 252 647 190
56 475 224 463
189 551 378 151
516 478 495 619
464 643 674 134
418 265 581 271
618 253 346 229
464 199 175 492
378 426 650 242
419 93 198 124
475 134 133 489
42 299 11 505
272 55 183 77
580 523 301 544
582 619 162 249
646 288 216 636
273 539 393 275
355 2 680 636
146 187 632 296
138 531 101 538
466 212 491 551
447 191 391 297
416 390 636 541
206 254 517 36
181 363 65 300
339 76 364 528
151 455 91 497
460 359 259 203
649 474 383 370
258 90 18 162
280 448 137 5
582 177 249 584
450 74 203 369
229 279 619 385
122 381 11 620
483 421 569 246
442 634 59 326
703 414 270 323
115 576 351 248
93 138 559 443
492 342 286 627
208 490 22 516
374 8 329 116
277 630 548 41
318 596 99 26
55 5 114 627
624 435 480 367
678 204 213 159
342 122 69 41
27 558 562 175
172 241 174 280
544 547 505 48
214 440 43 536
239 509 323 557
172 152 73 509
384 594 336 143
217 235 488 24
483 52 51 30
471 630 39 598
571 442 690 449
198 482 560 343
622 464 573 293
605 262 131 354
383 17 6 610
85 349 523 525
685 207 272 177
175 608 298 257
501 67 322 66
221 263 173 561
131 92 249 343
550 112 469 406
529 168 203 45
525 201 553 467
402 444 81 443
446 517 45 143
170 249 299 442
243 114 190 248
274 258 33 43
168 382 609 346
461 381 440 156
406 358 586 641
196 439 96 113
329 191 666 234
673 33 693 628
270 222 501 119
404 385 642 408
529 53 680 114
93 411 141 631
547 327 462 328
70 125 597 346
581 133 257 314
174 588 547 342
317 380 70 242
143 335 202 312
579 530 669 18
309 83 176 179
251 36 53 188
259 296 82 641
50 577 116 609
224 202 338 376
312 537 450 95
622 149 669 614
43 215 446 440
171 340 609 262
389 392 616 252
599 269 149 58
629 15 359 352
694 305 323 173
238 498 571 238
330 45 589 205
532 247 428 639
23 502 44 478
274 611 337 479
284 500 270 189
160 55 38 81
120 208 650 548
489 605 394 335
418 462 663 498
73 625 342 222
673 464 380 54
472 492 254 530
610 390 689 332
655 397 293 444
388 364 232 350
177 188 361 594
241 82 137 515
627 155 394 40
453 580 31 303
456 95 669 207
364 319 392 315
506 648 685 102
429 575 98 546
581 311 127 613
305 309 176 63
66 161 197 502
419 388 126 638
279 144 495 634
704 184 436 20
106 145 264 469
40 213 400 11
16 89 363 625
138 355 70 206
59 481 106 625
265 14 115 496
464 160 434 94
385 41 51 68
389 75 194 206
372 212 282 356
532 632 136 53
50 163 426 40
100 455 438 182
34 79 263 174
32 223 422 187
308 239 293 257
454 494 671 256
226 561 130 51
334 521 528 454
349 123 299 428
83 42 695 241
316 478 373 433
78 86 198 353
658 497 332 278
188 497 477 428
280 561 248 68
118 653 244 103
203 301 127 562
49 620 625 196
177 105 584 138
486 167 495 641
97 225 598 266
328 578 24 194
705 490 390 156
228 381 239 120
60 476 324 111
390 146 121 161
243 460 14 577
208 254 700 10
179 430 422 141
463 95 181 304
168 95 35 164
233 582 382 182
507 135 494 582
514 241 154 554
324 505 445 566
299 569 466 452
302 191 204 81
663 647 647 162
74 227 618 394
287 253 647 577
566 623 660 461
605 217 588 437
189 567 82 622
590 182 215 622
420 438 169 161
491 40 341 347
93 494 494 135
672 618 341 365
242 461 83 524
225 31 267 338
581 352 160 323
664 303 1 253
257 240 543 323
245 360 600 302
166 287 682 469
63 33 53 559
437 1 442 173
247 323 31 377
478 468 506 117
470 620 575 550
228 314 363 222
695 575 250 377
93 12 580 356
42 222 217 479
325 538 574 508
100 328 441 203
155 399 210 455
79 130 116 519
263 619 3 536
370 254 248 611
607 238 564 475
610 265 168 366
591 61 202 474
428 164 345 323
458 459 562 71
438 326 693 356
183 144 452 310
182 591 17 546
224 329 440 198
78 152 16 640
396 351 50 439
147 443 61 339
669 47 682 649
50 419 362 342
92 471 633 149
91 578 691 72
190 643 454 181
591 466 370 125
15 87 69 532
324 175 417 274
176 568 660 463
213 58 44 510
284 476 655 415
157 629 499 324
693 67 249 483
217 433 594 141
491 269 527 415
557 155 326 599
263 485 18 420
69 165 103 15
6 359 492 455
427 272 501 197
575 187 98 520
529 358 38 351
304 223 397 654
46 544 456 277
329 396 470 33
596 527 480 470
112 572 30 126
316 77 219 625
34 492 679 376
585 492 496 355
81 262 389 49
626 259 572 390
413 637 86 30
321 284 203 334
59 495 393 28
258 435 89 281
603 305 656 537
621 144 383 156
277 8 456 147
24 605 163 186
115 429 238 95
462 639 115 616
72 386 499 67
275 375 301 210
236 26 225 576
126 350 652 600
356 79 324 212
546 196 184 340
316 210 21 129
63 99 327 33
345 23 374 303
505 477 35 80
475 214 235 645
638 208 202 13
436 456 398 271
396 507 683 360
373 156 351 129
621 239 495 304
14 362 275 630
469 509 146 304
669 168 214 635
649 646 343 111
556 291 704 506
625 220 350 96
335 203 479 334
544 644 541 363
538 617 368 302
184 287 497 79
654 56 132 56
473 599 624 576
303 410 451 647
209 411 293 238
194 135 348 435
663 521 654 328
332 272 648 499
438 455 407 416
326 149 108 523
105 263 217 180
607 374 64 506
519 270 309 359
459 24 671 60
609 68 585 224
279 407 519 215
637 629 543 187
492 269 302 170
180 102 548 239
646 495 279 644
225 56 478 182
674 567 94 360
457 176 64 297
129 583 495 130
529 2 445 361
266 134 463 611
676 543 279 134
365 198 643 282
174 223 119 338
84 372 130 610
203 17 163 491
436 220 619 350
44 219 260 575
431 401 186 172
650 179 228 231
635 363 141 367
582 483 540 336
46 597 442 196
9 433 679 414
13 421 570 640
389 432 73 388
277 127 237 535
149 36 7 569
369 442 494 319
97 126 180 585
664 112 135 434
556 582 408 492
169 443 202 538
394 23 486 549
287 264 142 396
310 456 631 16
421 204 244 57
23 598 504 520
611 278 603 190
667 123 352 609
48 291 447 73
574 639 119 72
55 188 252 71
13 224 410 423
375 300 443 221
27 373 446 61
150 25 15 441
418 146 681 488
1 318 549 356
138 473 3 307
145 559 71 572
188 127 569 69
460 364 318 375
85 270 589 88
646 202 572 641
310 11 573 225
83 476 679 319
175 600 319 559
345 332 102 292
599 554 608 577
652 149 88 7
450 180 494 357
303 258 485 294
515 607 236 430
471 177 375 123
502 66 575 538
244 3 17 517
371 650 681 373
642 177 298 203
109 275 82 10
83 14 699 151
552 502 29 71
48 203 534 478
36 402 244 510
67 624 116 198
497 323 574 481
168 643 700 521
282 36 358 407
293 449 334 283
452 469 450 11
160 449 324 75
575 280 33 220
36 522 499 127
565 527 482 461
503 158 544 167
17 353 206 117
508 159 298 533
67 517 272 218
407 317 632 99
692 216 403 213
467 211 53 25
612 588 334 142
673 84 267 256
670 348 97 150
471 128 268 641
155 171 492 246
317 210 620 524
426 476 288 62
487 483 195 5
601 445 296 611
590 194 1 493
35 359 142 87
544 306 98 531
358 458 586 515
604 42 111 654
261 649 658 106
602 478 536 231
453 558 291 469
460 371 548 244
126 6 48 326
314 315 226 132
113 365 93 512
343 382 429 267
148 337 203 359
496 490 704 92
247 231 354 201
114 328 137 393
184 577 415 510
482 462 493 381
189 424 488 345
340 602 445 615
197 210 311 437
501 406 642 425
242 106 689 314
243 591 406 147
16 400 1 406
16 576 251 562
359 37 454 561
364 523 181 66
339 19 637 477
334 523 172 641
292 39 141 52
404 569 57 413
614 566 580 384
683 323 200 630
424 304 617 119
464 554 456 419
212 421 250 327
637 480 457 336
331 173 448 606
70 283 623 278
658 207 305 302
577 183 137 243
604 8 618 566
424 518 152 139
681 544 44 154
426 550 419 147
347 579 531 614
325 240 361 11
93 107 505 489
632 232 609 13
315 251 522 458
262 58 253 256
705 152 471 464
517 627 658 388
379 263 683 578
392 392 631 607
571 381 132 269
638 355 404 379
242 565 431 380
316 137 429 160
14 369 168 415
211 165 542 363
303 73 164 149
316 169 571 353
391 24 617 18
513 184 10 209
686 423 515 349
381 551 50 340
39 127 10 167
330 53 267 216
563 170 323 461
138 306 196 357
119 363 203 440
185 322 551 479
563 252 434 423
621 626 185 514
293 603 253 164
241 138 575 436
238 602 79 169
42 34 695 127
20 24 123 325
387 382 188 90
410 21 446 12
460 549 68 178
324 347 284 325
621 9 70 83
144 461 50 626
415 625 411 153
523 318 659 641
689 596 198 446
216 156 262 69
671 502 655 8
168 606 129 453
277 155 397 32
109 220 189 286
523 617 557 193
278 311 245 354
632 200 471 451
232 106 252 561
208 401 557 239
56 494 693 396
315 230 94 187
290 381 558 417
122 377 510 424
58 387 256 367
663 159 520 627
672 84 21 534
637 66 183 535
214 138 82 430
287 132 310 470
125 53 24 312
490 491 372 5
220 381 385 440
320 48 668 370
686 540 303 328
482 530 500 196
360 442 121 653
133 415 663 48
689 342 656 440
607 347 515 567
46 588 576 80
656 314 469 380
701 159 199 379
662 612 279 362
77 600 334 554
248 13 23 441
591 7 4 221
339 113 330 310
292 578 598 617
253 460 546 511
647 448 526 391
108 232 288 126
184 439 490 125
594 600 609 470
353 494 167 468
25 234 339 518
694 312 273 233
476 562 2 632
372 287 146 59
144 295 106 531
257 540 412 99
548 370 114 300
688 207 673 89
697 192 611 503
567 251 233 84
585 214 188 334
632 317 657 374
366 299 50 421
148 45 34 111
139 593 571 341
249 104 472 63
13 99 180 455
692 554 340 248
29 310 121 39
380 636 352 590
635 199 65 351
473 537 662 613
423 284 406 237
319 510 412 166
544 283 103 454
189 236 15 323
273 165 499 96
687 388 97 145
383 340 206 267
696 363 103 142
565 55 166 217
288 437 367 326
78 60 259 501
536 491 313 622
578 482 590 123
669 253 242 264
115 269 147 626
283 2 411 118
262 579 224 83
391 151 255 150
250 98 183 383
659 454 563 242
174 325 27 160
282 309 520 486
161 572 655 85
375 228 432 56
271 358 364 336
99 520 233 532
87 487 225 603
138 24 70 621
401 550 633 78
318 28 100 525
513 172 128 31
692 475 673 424
174 605 318 599
367 598 525 289
509 586 545 35
696 493 28 53
99 177 600 255
474 372 498 473
181 52 83 233
270 443 288 12
564 161 136 131
686 247 611 261
492 98 687 274
170 220 95 392
643 153 188 474
115 553 147 393
628 562 87 413
396 227 90 163
388 433 549 53
39 252 498 504
319 526 429 238
344 597 160 475
705 118 23 545
144 387 345 430
209 523 160 438
202 77 206 272
418 468 630 383
604 465 42 439
299 214 597 374
267 11 112 155
128 234 575 317
250 612 93 451
532 114 174 604
630 431 129 631
500 159 190 504
544 430 193 182
376 195 662 163
116 453 386 114
355 358 303 570
520 16 488 125
172 419 674 574
315 496 625 568
134 334 482 346
212 225 184 54
158 555 98 230
478 19 168 227
543 617 184 93
701 108 417 220
494 249 687 463
3 481 271 544
675 483 287 279
480 3 532 361
682 416 457 23
145 531 423 491
45 124 303 190
104 231 278 545
590 386 699 340
378 527 561 168
376 66 130 394
164 430 654 389
244 298 401 313
14 464 102 205
250 557 334 615
19 273 626 391
295 568 652 223
645 179 317 441
110 520 591 228
288 124 534 224
249 188 53 277
39 110 458 457
36 367 363 646
658 365 8 38
197 148 106 113
646 33 175 47
286 251 356 410
115 352 438 486
610 289 61 173
263 380 268 14
98 412 56 212
186 652 98 165
654 382 637 523
154 518 178 416
438 83 263 289
67 94 685 416
268 319 550 637
627 156 682 491
682 599 41 264
674 210 586 304
597 73 572 244
295 362 597 153
530 621 609 107
268 296 350 59
39 452 518 21
34 29 668 624
645 422 679 204
310 484 289 476
96 383 123 220
632 187 74 446
292 337 556 498
685 649 507 276
563 405 83 105
56 386 530 644
233 541 688 527
584 395 30 175
143 145 178 174
692 102 459 202
2 573 351 316
475 251 620 516
401 177 60 639
240 569 98 332
87 505 60 219
132 308 469 318
560 140 313 229
82 391 21 617
98 38 88 179
351 41 98 26
230 352 341 458
254 527 103 341
66 48 701 489
377 374 703 373
668 245 304 608
211 169 500 513
475 239 429 437
648 43 90 598
379 461 1 143
525 606 64 327
77 646 333 40
697 619 58 394
646 212 112 279
56 652 63 56
142 504 641 4
120 615 242 95
485 198 69 91
547 232 462 467
698 260 90 77
528 324 680 207
550 263 237 42
81 348 548 644
427 41 396 562
82 314 342 92
525 99 274 23
700 461 368 128
44 213 112 538
564 95 687 85
171 163 75 462
638 378 675 104
490 50 499 2
689 431 182 384
562 356 663 163
504 382 602 62
430 107 339 9
337 45 468 572
137 324 384 557
297 63 142 114
127 557 530 553
501 366 597 12
316 420 169 495
32 150 246 67
507 307 535 620
313 317 159 101
494 177 642 303
599 72 345 92
71 213 326 69
99 94 558 409
306 590 7 230
490 280 257 87
14 192 523 424
229 170 427 349
109 113 196 394
135 281 35 536
283 633 411 510
300 540 528 166
504 211 1 497
566 222 568 98
407 32 87 61
248 600 33 471
167 234 70 15
135 503 496 374
630 129 73 91
188 390 691 172
364 640 564 383
183 192 119 406
409 80 67 395
268 212 352 415
460 531 166 228
43 576 339 650
253 228 119 577
588 459 427 487
431 274 96 100
386 502 401 264
412 417 365 208
325 194 84 464
646 286 393 357
452 434 661 114
171 348 387 48
635 312 54 552
626 352 151 41
129 267 178 425
109 90 628 176
210 73 383 548
695 514 206 456
692 197 539 184
505 439 120 273
360 603 274 9
698 485 49 633
632 117 143 23
506 229 196 100
157 183 672 416
227 393 26 273
35 363 642 596
356 81 540 222
657 114 579 449
77 333 489 604
164 277 557 540
5 14 386 430
5 64 275 11
400 571 583 474
194 284 514 645
374 106 345 193
180 616 61 184
12 264 386 16
582 10 303 594
130 313 437 84
254 534 366 214
670 543 382 420
416 653 244 162
391 205 621 224
390 1 660 398
32 187 510 635
70 537 438 69
458 291 362 293
648 583 597 526
99 156 153 368
145 465 193 463
432 648 236 510
416 599 436 467
232 370 248 258
138 78 516 283
491 538 156 359
212 311 343 649
497 580 410 439
495 19 150 551
701 257 682 466
650 442 653 494
505 43 696 67
573 157 650 404
464 85 160 634
618 434 658 208
441 158 473 633
28 273 227 124
705 206 490 300
297 642 340 207
678 46 388 452
653 584 382 219
514 45 222 113
648 251 276 616
462 649 209 269
467 501 275 286
668 530 700 317
72 45 329 572
282 89 519 582
146 336 13 489
643 254 346 504
442 338 697 300
415 160 690 392
136 170 297 563
60 96 593 90
397 284 313 248
643 142 272 640
487 497 4 458
343 186 448 535
439 373 654 426
200 318 519 402
572 270 680 436
687 542 540 83
685 440 564 305
502 443 548 428
614 36 172 465
217 648 233 642
321 628 430 535
133 564 98 40
215 38 74 151
369 478 445 236
591 424 22 619
213 156 220 13
107 83 432 534
258 20 74 138
337 164 675 2
474 561 18 425
57 265 29 327
442 343 419 468
57 263 116 314
407 33 581 442
32 214 513 368
563 504 249 489
83 406 681 245
398 109 160 10
392 566 162 217
400 606 226 66
149 570 220 606
163 528 16 109
440 69 213 423
127 386 687 82
232 601 417 590
646 130 250 643
26 556 211 335
155 492 530 335
477 12 362 407
197 351 82 236
533 195 290 9
570 127 87 550
234 85 444 164
293 389 354 354
114 508 245 112
105 98 9 35
308 268 677 384
402 407 178 139
594 345 217 492
513 215 41 42
339 166 616 486
313 386 645 180
146 317 119 107
528 593 211 44
105 477 286 399
196 188 517 124
144 452 311 545
34 91 494 236
321 266 672 248
245 230 406 74
251 512 43 489
500 293 516 497
130 409 629 238
705 48 515 379
585 9 592 349
657 107 136 143
362 114 423 108
556 624 58 198
536 335 486 301
388 598 186 499
152 275 275 218
410 259 86 371
497 489 674 34
515 565 429 648
635 439 424 319
315 342 75 387
655 522 539 182
96 462 482 473
592 446 356 171
679 654 626 243
641 525 512 600
547 105 650 324
388 431 663 34
157 211 441 292
30 136 605 73
501 98 327 348
555 365 392 266
371 444 54 361
246 479 62 386
358 12 446 49
541 122 334 38
403 182 412 135
372 322 275 3
191 495 180 122
39 306 32 489
501 48 42 536
346 30 274 225
242 383 284 235
98 183 373 443
501 149 21 320
415 586 268 43
261 201 291 65
10 231 174 76
223 586 592 460
77 305 47 498
73 29 590 297
521 636 183 639
418 78 235 56
227 362 503 546
227 284 625 336
519 415 329 265
161 523 258 467
262 269 691 344
124 323 265 626
380 566 186 54
602 339 15 565
529 466 395 167
500 445 96 498
307 430 311 81
660 528 187 143
57 341 62 83
20 257 484 578
156 535 175 114
647 171 501 44
609 315 162 331
654 632 429 7
114 401 607 385
240 370 361 563
91 267 374 126
608 418 80 111
67 643 623 152
184 107 393 566
363 55 141 472
47 529 41 285
242 149 484 19
494 379 530 24
200 185 37 360
462 435 602 126
676 520 283 561
194 439 370 342
619 585 58 108
635 529 520 469
536 236 214 290
436 595 267 190
678 79 367 236
112 229 312 134
444 260 653 260
182 248 694 643
7 85 574 316
134 533 36 588
46 429 572 175
56 318 297 586
179 552 14 402
510 51 429 29
277 576 205 169
79 24 61 331
614 25 62 579
255 321 277 270
24 381 186 625
704 350 31 326
595 200 252 165
386 251 582 219
1 646 247 367
696 557 626 207
124 13 428 36
607 189 526 182
654 543 577 458
161 194 600 480
179 562 655 225
174 106 420 321
178 31 378 332
482 129 426 627
554 242 686 193
113 378 342 607
659 52 677 257
369 127 182 201
220 204 313 107
105 316 458 552
561 527 57 65
221 9 320 252
569 50 469 300
679 273 598 151
622 211 397 270
203 241 673 25
631 266 366 478
622 365 377 339
178 57 575 646
111 608 52 622
128 89 32 611
626 336 689 517
258 107 319 438
161 586 180 445
687 251 20 281
227 67 217 321
561 312 41 552
359 225 78 167
168 174 678 356
131 624 557 299
301 333 593 369
523 285 153 353
27 507 451 568
633 412 208 193
100 636 390 32
228 527 175 435
471 301 152 443
459 85 467 130
655 384 17 431
383 79 84 254
507 203 465 459
106 325 4 125
14 63 398 615
404 438 178 546
583 223 278 473
390 391 518 7
509 269 14 198
655 247 465 87
522 219 512 280
650 571 125 185
200 420 701 430
206 9 690 202
214 70 47 442
406 8 90 35
444 501 635 286
5 267 592 331
279 563 698 459
334 372 614 483
356 141 44 409
59 617 593 356
465 253 283 529
2 86 4 8
376 569 565 621
609 246 566 17
98 454 395 353
589 513 315 191
166 257 673 412
248 366 440 153
197 487 120 133
320 183 365 468
62 241 533 486
453 141 482 566
130 560 570 601
367 101 539 352
351 297 187 610
247 363 308 193
222 369 691 77
504 515 641 222
477 639 218 388
393 37 88 454
665 532 263 334
322 140 168 304
483 573 661 96
450 349 699 413
355 503 173 151
191 115 677 77
69 108 507 423
464 316 514 276
174 480 102 443
616 637 551 227
561 154 251 99
169 6 263 641
412 340 408 321
475 307 133 464
544 12 308 511
210 634 86 397
279 159 420 601
230 149 631 568
79 187 466 621
678 440 391 503
269 106 380 188
240 398 386 243
285 415 223 522
691 266 523 641
355 244 621 566
370 109 697 104
167 40 673 602
642 75 296 558
9 442 88 147
444 444 194 653
398 229 278 430
163 94 296 137
702 639 563 448
308 24 539 591
658 653 410 604
354 613 467 21
667 62 262 171
89 641 692 391
191 345 521 119
181 291 258 68
415 413 657 80
568 389 190 331
78 320 468 56
604 302 87 412
483 357 648 641
546 26 99 444
171 391 572 114
238 327 496 485
429 551 200 463
479 544 274 310
201 227 10 614
667 532 214 526
305 507 536 191
509 28 42 276
68 57 187 166
27 458 67 167
607 575 498 612
534 131 281 68
508 490 407 615
230 113 22 348
435 432 354 32
661 627 151 11
490 36 441 388
595 521 501 50
449 462 590 43
106 634 523 176
202 527 379 73
574 554 223 581
140 133 318 226
144 227 527 542
315 441 10 202
304 477 9 311
703 6 223 635
475 516 140 275
173 400 674 483
398 28 336 186
73 116 173 625
424 269 161 164
621 176 121 20
373 445 159 475
267 345 643 517
346 613 539 293
217 346 504 615
596 62 417 645
79 225 311 623
77 620 435 100
424 51 540 500
573 152 457 435
196 295 42 517
661 472 225 288
543 89 39 264
384 524 628 519
485 502 295 194
603 119 49 458
149 635 504 489
179 354 397 13
122 187 420 490
230 447 424 650
301 537 694 365
676 136 237 607
424 236 501 9
377 521 173 270
66 188 554 408
325 428 299 364
491 384 259 436
511 520 51 365
375 568 127 272
133 373 554 341
330 124 653 373
483 216 262 359
542 148 614 57
73 115 133 38
660 377 315 301
624 123 492 500
379 334 232 528
303 64 216 307
659 210 683 207
184 176 13 168
180 299 448 623
581 95 238 645
520 76 670 49
427 213 123 564
211 271 416 163
88 266 60 225
676 125 546 202
19 581 200 330
72 57 158 588
262 345 386 128
369 621 633 160
450 606 531 290
290 584 172 377
451 637 633 297
242 276 521 223
260 313 256 129
453 204 643 21
163 487 398 315
308 307 404 485
460 228 696 421
617 565 239 517
460 240 587 559
177 58 489 40
465 141 704 637
641 592 357 361
449 533 442 605
278 202 535 260
101 548 143 422
530 226 253 14
46 91 127 183
157 395 433 466
52 86 427 72
405 39 562 489
310 101 505 222
614 300 2 596
470 601 29 267
188 83 300 143
636 638 111 237
599 204 55 38
286 558 331 230
698 419 671 55
120 581 194 275
342 398 230 550
509 210 521 374
311 523 576 100
515 30 32 654
242 215 548 603
477 54 654 23
552 641 177 394
6 240 36 474
484 319 203 584
246 447 185 508
164 507 133 124
23 155 394 541
250 641 178 592
28 619 519 239
504 114 704 178
255 358 571 87
82 187 626 184
325 590 322 15
290 302 393 36
625 198 221 192
167 462 280 573
568 517 533 394
272 37 348 519
